fac_name,site_name,fac_street,fac_city,fac_state,fac_zip,naics_code,latitude,longitude,pollutant_code,pollutant_desc,pollutant_type,emissions_uom,emissions
ELEMENT HOTEL,ELEMENT HOTEL,39325 TRADE CENTER DRIVE,PALMDALE,CA,93551,72111,34.59781,-118.14421,SO2,Sulfur Dioxide,CAP,TON,5.88e-6
EPG POWER,EPG POWER,COMMERCE WAY,ADELANTO,CA,92301,325411,34.5458,-117.45581,SO2,Sulfur Dioxide,CAP,TON,0.00457
"ERGON ASPHALT & EMULSIONS, INC - FONTANA","ERGON ASPHALT & EMULSIONS, INC - FONTANA",14929  SLOVER AVE,FONTANA,CA,92337,324121,34.06241,-117.47967,SO2,Sulfur Dioxide,CAP,TON,0.0054138
FAA - BARSTOW QQQ RCAG,FAA - BARSTOW QQQ RCAG,"34D 50 53.82N, 117D 2 35.37W",BARSTOW,CA,92311,488111,34.84828,-117.0432,SO2,Sulfur Dioxide,CAP,TON,9.62e-6
FRONTIER - BARSTOW # 1,FRONTIER - BARSTOW # 1,135 COZY LANE,BARSTOW,CA,92311,517112,34.8991,-117.0286,SO2,Sulfur Dioxide,CAP,TON,5.15e-5
JET PROPULTION LAB,FRONTIER - EAST AVE I,2865 EAST AVENUE I,LANCASTER,CA,93535,517112,34.704965,-118.077559,SO2,Sulfur Dioxide,CAP,TON,3.675e-4
FRONTIER - GC# 079,FRONTIER - GC# 079,3727 HILLCREST DRIVE,TWENTYNINE PALMS,CA,92277,517112,34.18579,-116.1067,SO2,Sulfur Dioxide,CAP,TON,3.42e-6
FRONTIER - GC# 087,FRONTIER - GC# 087,61838 COMMERCIAL STREET,JOSHUA TREE,CA,92277,517112,34.13591,-116.31434,SO2,Sulfur Dioxide,CAP,TON,6.42e-6
FRONTIER - GC# 096,FRONTIER - GC# 096,5978 LEAR AVENUE,TWENTYNINE PALMS,CA,92277,517112,34.14486,-116.15113,SO2,Sulfur Dioxide,CAP,TON,3.85e-6
FRONTIER - GC# 132,FRONTIER - GC# 132,69399 PIONEER ROAD,TWENTYNINE PALMS,CA,92277,517112,34.202,-115.928,SO2,Sulfur Dioxide,CAP,TON,3.42e-6
FRONTIER - GC# 152,FRONTIER - GC# 152,"BLDG 471 USMC AGCC,  GOLD STREET",TWENTYNINE PALMS,CA,92278,517112,34.233,-116.063,SO2,Sulfur Dioxide,CAP,TON,7.41e-6
FRONTIER - GC# 169,FRONTIER - GC# 169,5792 MORONGO ROAD,TWENTYNINE PALMS,CA,92277,517112,34.1479,-116.0896,SO2,Sulfur Dioxide,CAP,TON,3.42e-6
FRONTIER - GC# 185,FRONTIER - GC# 185,57186 YUCCA TRAIL,YUCCA VALLEY,CA,92284,517112,34.13132,-116.41641,SO2,Sulfur Dioxide,CAP,TON,8.65e-6
FRONTIER - GC# 186,FRONTIER - GC# 186,55237 29 PALMS HWY,YUCCA VALLEY,CA,92284,517112,34.11583,-116.45914,SO2,Sulfur Dioxide,CAP,TON,1.3e-5
GOLDEN STATE WATER COMPANY,GOLDEN STATE WATER CO - CEDAR PLANT,EAST SIDE OF CEDAR STREET 245 S/ORIOLE,WRIGHTWOOD,CA,92379,221310,34.359656,-117.628893,SO2,Sulfur Dioxide,CAP,TON,8.41e-7
GOLDEN STATE WATER COMPANY,GOLDEN STATE WATER CO - CENTRAL PLANT,660 W OF CENTRAL RD. & 1200 N OF WAALEW RD.,APPLE VALLEY,CA,92307,221310,34.560488,-117.174097,SO2,Sulfur Dioxide,CAP,TON,2.73e-5
GOLDEN STATE WATER CO - EVERGREEN PLANT,GOLDEN STATE WATER CO - EVERGREEN PLANT,1042 EVERGREEN ROAD,WRIGHTWOOD,CA,92397,221310,34.362179,-117.638413,SO2,Sulfur Dioxide,CAP,TON,2.91e-6
GOLDEN STATE WATER COMPANY,GOLDEN STATE WATER CO - FINCH PLANT,540 S OF FINCH RD & 200 E OF ACORN DR,WRIGHTWOOD,CA,92397,221310,34.353386,-117.641591,SO2,Sulfur Dioxide,CAP,TON,1.42e-6
GOLDEN STATE WATER COMPANY,GOLDEN STATE WATER CO - NAVAJO,51620 NORTHRIDGE ROAD,MORONGO VALLEY,CA,92256,221310,34.090076,-116.537703,SO2,Sulfur Dioxide,CAP,TON,5.24e-6
GOLDEN STATE WATER COMPANY,GOLDEN STATE WATER CO - ORCHARD PLANT,5300 ORCHARD AVE.,WRIGHTWOOD,CA,92397,221310,34.346948,-117.614358,SO2,Sulfur Dioxide,CAP,TON,2.39e-6
GOLDEN STATE WATER COMPANY,GOLDEN STATE WATER CO - PAPAGO PLANT,17230 CENTRAL ROAD,APPLE VALLEY,CA,92307,221310,34.563026,-117.171895,SO2,Sulfur Dioxide,CAP,TON,3.1e-6
GOLDEN STATE WATER COMPANY,GOLDEN STATE WATER CO - PINON,10197 PINON AVENUE,MORONGO VALLEY,CA,92256,221310,34.066808,-116.593868,SO2,Sulfur Dioxide,CAP,TON,5.24e-6
GOLDEN STATE WATER COMPANY,GOLDEN STATE WATER CO - YEAGAR PLANT,11077 VALE DRIVE,MORONGO VALLEY,CA,92256,221310,34.050947,-116.572836,SO2,Sulfur Dioxide,CAP,TON,3.76e-5
GRISWOLD INDUSTRIES,GRISWOLD INDUSTRIES,8616  OTIS ST,SOUTH GATE,CA,90280,332912,33.95601,-118.19594,SO2,Sulfur Dioxide,CAP,TON,3.84e-4
HI-DESERT WASTEWATER RECLAMATION - BARRON DRIVE,HI-DESERT WASTEWATER RECLAMATION - BARRON DRIVE,59280 BARRON DRIVE,YUCCA VALLEY,CA,92284,221320,34.13977,-116.37016,SO2,Sulfur Dioxide,CAP,TON,9.55e-6
HI-DESERT WATER DISTRICT - KICKAPOO PUMP STATION,HI-DESERT WATER DISTRICT - KICKAPOO PUMP STATION,58950 SUNNYSLOPE,YUCCA VALLEY,CA,92284,221320,34.11839,-116.4561,SO2,Sulfur Dioxide,CAP,TON,5.67e-7
HILTON SAN DIEGO BAYFRONT HOTEL,HILTON SAN DIEGO CONVENTION CENTER HOTEL,803 GULL ST,SAN DIEGO,CA,92101,333618,32.703662,-117.158227,SO2,Sulfur Dioxide,CAP,TON,8.1396e-4
HOME DEPOT #665,HOME DEPOT #665,15150 BEAR VALLEY ROAD,VICTORVILLE,CA,92392,444110,34.47307,-117.33302,SO2,Sulfur Dioxide,CAP,TON,4.17e-5
"HYDRO EXTRUSION USA, LLC","HYDRO EXTRUSION USA, LLC",18111 E RAILROAD ST,CITY OF INDUSTRY,CA,91748,331318,33.99724,-117.90868,SO2,Sulfur Dioxide,CAP,TON,0.013316
"INEOS COMPOSITES US, LLC","INEOS COMPOSITES US, LLC",6608 E 26TH ST,COMMERCE,CA,90040,424690,33.98846,-118.1402,SO2,Sulfur Dioxide,CAP,TON,0.0218139
J C PENNEY CO,J C PENNEY CO,1131 WEST AVENUE P,PALMDALE,CA,93551,455110,34.604,-118.15,SO2,Sulfur Dioxide,CAP,TON,2.33e-6
KAISER PERMANENTE,KAISER PERMANENTE,6670  ALTON PKY BLDG C,IRVINE,CA,92618,622110,33.65739,-117.77369,SO2,Sulfur Dioxide,CAP,TON,0.035845
KAISER PERMANENTE,KAISER PERMANENTE,3424 E LA PALMA AVE,ANAHEIM,CA,92806,622110,33.85127,-117.84572,SO2,Sulfur Dioxide,CAP,TON,0.03926
"KAVRY MANAGEMENT, LLC","KAVRY MANAGEMENT, LLC/PRO GROW (EXT)",17130 MUSKRAT AVE #A,ADELANTO,CA,92301,325411,34.56208,-117.44995,SO2,Sulfur Dioxide,CAP,TON,2.8575e-4
KINDEVA DRUG DELIVERY L.P.,KINDEVA DRUG DELIVERY L.P.,19901  NORDHOFF ST,NORTHRIDGE,CA,91324,325412,34.23359,-118.56886,SO2,Sulfur Dioxide,CAP,TON,0.0117011
LACO DPW - DISTRICT WIDE,LACO DPW - DISTRICT WIDE,DISTRICT WIDE,AVAQMD,CA,93534,221320,34.5736,-118.11348,SO2,Sulfur Dioxide,CAP,TON,4.06291e-4
LOWES STORE # 2528,LOWES STORE # 2528,12189 APPLE VALLEY ROAD,APPLE VALLEY,CA,92307,444110,34.473,-117.24031,SO2,Sulfur Dioxide,CAP,TON,4.56e-5
MAACO,MAACO,1146 NATIONAL CITY BLVD,NATIONAL CITY,CA,91950,811121,32.672456,-117.105952,SO2,Sulfur Dioxide,CAP,TON,1.11e-4
MAACO,MAACO,288 S E ST,SAN BERNARDINO,CA,92401,811121,34.09613,-117.29475,SO2,Sulfur Dioxide,CAP,TON,1.23e-4
MAACO,MAACO,2035 E CARSON ST,LONG BEACH,CA,90807,811121,33.8328,-118.16662,SO2,Sulfur Dioxide,CAP,TON,1.8e-5
"MATTEL, INCORPORATED","MATTEL, INCORPORATED",1955 E GRAND AVE,EL SEGUNDO,CA,90245,339930,33.92007,-118.39303,SO2,Sulfur Dioxide,CAP,TON,3.19e-5
LA-RICS LMR MOUNT MCDILL,LA-RICS LMR MOUNT MCDILL,SIERRA PELONA W,PALMDALE,CA,93536,921190,34.54389,-118.23222,SO2,Sulfur Dioxide,CAP,TON,1.96e-6
LIBERTY UTILITIES APPLE VALLEY - WELL #35,LIBERTY UTILITIES APPLE VALLEY - WELL #35,12691 APPLE VALLEY ROAD,APPLE VALLEY,CA,92308,221310,34.48193,-117.2417,SO2,Sulfur Dioxide,CAP,TON,1.391e-4
METAL CHEM,METAL CHEM,21514  NORDHOFF ST,CHATSWORTH,CA,91311,332813,34.23475,-118.59919,SO2,Sulfur Dioxide,CAP,TON,9.48e-4
NEW CINGULAR WIRELESS - NEEDLES,NEW CINGULAR WIRELESS - NEEDLES,13625 RIVER ROAD,NEEDLES,CA,92363,517112,34.93105,-114.6461,SO2,Sulfur Dioxide,CAP,TON,1.38e-6
NEW LEAF BIOFUEL LLC,NEW LEAF BIOFUEL LLC,2285 NEWTON AVE,SAN DIEGO,CA,92113,325110,32.695287,-117.139843,SO2,Sulfur Dioxide,CAP,TON,0.003198
"NORTH AMERICAN RECYCLING AND CRUSHING, L","NORTH AMERICAN RECYCLING AND CRUSHING, L",VARIOUS LOCATIONS IN SCAQMD,ANAHEIM,CA,92807,562920,34.00148,-117.83064,SO2,Sulfur Dioxide,CAP,TON,0.00601
"NUMBER ONE AUTO CENTER, JOSE MAGDALENO","NUMBER ONE AUTO CENTER, JOSE MAGDALENO",1500-04  LONG BEACH,LONG BEACH,CA,90813,811121,33.78594,-118.18914,SO2,Sulfur Dioxide,CAP,TON,1.936e-4
PACIFIC COAST POWDER COATING,PACIFIC COAST POWDER COATING - UNIT C-28,"1817 EAST AVENUE Q, UNIT C-28",PALMDALE,CA,93550,332812,34.58802,-118.09485,SO2,Sulfur Dioxide,CAP,TON,3.65958e-4
PALOMAR MEDICAL CENTER WEST,PALOMAR MEDICAL CENTER WEST,2195 CITRACADO PKWY,ESCONDIDO,CA,92029,622110,33.12336,-117.119647,SO2,Sulfur Dioxide,CAP,TON,0.01268253
PIO PICO ENERGY CENTER LLC,PIO PICO ENERGY CENTER LLC,7363 CALZADA DE LA FUENTE,SAN DIEGO,CA,92154,221112,32.573769,-116.917827,SO2,Sulfur Dioxide,CAP,TON,2.39934
PRIDE COLLISION CENTER,PRIDE COLLISION CENTER,26640  AUTO CENTER DR,VALENCIA,CA,91355,811121,34.42061,-118.55651,SO2,Sulfur Dioxide,CAP,TON,3.48e-5
PRIDE COLLISION CENTERS,PRIDE COLLISION CENTERS,26867  RUETHER AVE,CANYON COUNTRY,CA,91351,811121,34.4229,-118.49899,SO2,Sulfur Dioxide,CAP,TON,1.58e-4
PROPULSION CONTROLS ENGINEERING,PROPULSION CONTROLS ENGINEERING,3376 MAIN ST,SAN DIEGO,CA,92113,811111,32.689709,-117.12089,SO2,Sulfur Dioxide,CAP,TON,1.32e-4
QUALITY RESOURCES,QUALITY RESOURCES,16254 BEAVER ROAD,ADELANTO,CA,92301,325411,34.54565,-117.46083,SO2,Sulfur Dioxide,CAP,TON,0.0040619540000000004
R-B PAINT & BODY,R-B PAINT & BODY,10850  NORWALK BLVD,SANTA FE SPRINGS,CA,90670,811121,33.93385,-118.07219,SO2,Sulfur Dioxide,CAP,TON,1.07e-4
"RACE TELECOMMUNICATIONS, INC","RACE TELECOMMUNICATIONS, INC",26954 NUDGENT STREET,BORON,CA,93561,517121,35.000414,-117.650982,SO2,Sulfur Dioxide,CAP,TON,1e-5
"RACE TELECOMMUNICATIONS, INC","RACE TELECOMMUNICATIONS, INC",2775 BANDUCCI RD,TEHACHAPI,CA,93561,517121,35.094774,-118.624388,SO2,Sulfur Dioxide,CAP,TON,1e-5
SAFEWAY SIGN,SAFEWAY SIGN COMPANY,9875 YUCCA ROAD,ADELANTO,CA,92301,332812,34.56423,-117.44995,SO2,Sulfur Dioxide,CAP,TON,1.92914e-4
SBCO FIRE STATION 304 - HESPERIA,SBCO FIRE STATION 304 - HESPERIA,15660 EUCALYPTUS STREET,HESPERIA,CA,92345,922160,34.45656,-117.32181,SO2,Sulfur Dioxide,CAP,TON,2.2e-7
SCI LOT 13A - SABRE ST,SCI LOT 13A - SABRE ST,13415 SABRE ST,VICTORVILLE,CA,92392,493110,34.521314,-117.294179,SO2,Sulfur Dioxide,CAP,TON,1.03e-5
STIRLING CAPITAL INVESTMENTS,SCI LOT 13B - AEROSPACE DR.,13364 AEROSPACE,VICTORVILLE,CA,92394,493110,35.747642,-117.298623,SO2,Sulfur Dioxide,CAP,TON,5.88e-7
SOUTHERN CALIFORNIA LOGISTICS AIRPORT,SCLA - MAINTENANCE YARD,18630 READINESS STREET,VICTORVILLE,CA,92394,921190,34.58964,-117.37241,SO2,Sulfur Dioxide,CAP,TON,2e-4
"SERVICE KING PAINT & BODY, LLC","SERVICE KING PAINT & BODY, LLC",26361  VIA DE ANZA,SAN JUAN CAPISTRANO,CA,92675,811121,33.48291,-117.67108,SO2,Sulfur Dioxide,CAP,TON,3.6e-5
"SIGNAL HILL PETROLEUM, INC.","SIGNAL HILL PETROLEUM, INC.",3035  LINDEN AVE,LONG BEACH,CA,90755,424720,33.81221,-118.18643,SO2,Sulfur Dioxide,CAP,TON,8.1163e-5
"SIGNAL HILL PETROLEUM, INC.","SIGNAL HILL PETROLEUM, INC.",OLIVE/SPRING SW CORNER,SIGNAL HILL,CA,90755,213112,33.81168,-118.16475,SO2,Sulfur Dioxide,CAP,TON,6.3e-8
SMITHFIELD PACKAGED MEATS CORP,SMITHFIELD PACKAGED MEATS CORP,3883 S SOTO ST,VERNON,CA,90058,454390,34.00709,-118.2215,SO2,Sulfur Dioxide,CAP,TON,0.0154316
SMITHFIELD PACKAGED MEATS CORP,SMITHFIELD PACKAGED MEATS CORP,3049 E VERNON AVE,VERNON,CA,90058,311611,34.00554,-118.21995,SO2,Sulfur Dioxide,CAP,TON,0.099061919
STERLING INN,STERLING INN,17738 FRANCESCA ROAD,VICTORVILLE,CA,92395,623110,34.47368,-117.27666,SO2,Sulfur Dioxide,CAP,TON,4.19e-6
STOROPACK_INC,STOROPACK INC.,9880 RANCHO RD,ADELANTO,CA,92301,333993,34.5592,-117.45022,SO2,Sulfur Dioxide,CAP,TON,5.9283e-4
"SUNRIDER MANUFACTURING, LP","SUNRIDER MANUFACTURING, LP",1461  FRANCISCO ST,TORRANCE,CA,90501,325412,33.85206,-118.3014,SO2,Sulfur Dioxide,CAP,TON,0.007168
"SYNERGY OIL AND GAS, LLC","SYNERGY OIL AND GAS, LLC",2001  PACIFIC COAST HWY,SEAL BEACH,CA,90740,211130,33.7374,-118.08788,SO2,Sulfur Dioxide,CAP,TON,0.0016
TARGET STORE #2260,TARGET STORE #2260,20288 HWY 18,APPLE VALLEY,CA,92307,455110,34.42402,-117.38392,SO2,Sulfur Dioxide,CAP,TON,1.58e-6
TARGET STORE T-939,TARGET STORE T-939,19201 BEAR VALLEY ROAD,APPLE VALLEY,CA,92308,455110,34.42402,-117.38392,SO2,Sulfur Dioxide,CAP,TON,2.229e-6
TOWN OF YUCCA VALLEY - TOWN HALL,TOWN OF YUCCA VALLEY - TOWN HALL,57090 TWENTYNINE PALMS HWY,YUCCA VALLEY,CA,92284,921110,34.12391,-116.41835,SO2,Sulfur Dioxide,CAP,TON,2.43e-5
TIME WARNER TELECOM,TW TELECOM - E AVE Q,2010 E AVENUE Q,PALMDALE,CA,93550,517111,34.579827,-118.101203,SO2,Sulfur Dioxide,CAP,TON,2.95e-5
TWENTYNINE PALMS CITY OF ADOBE,"TWENTYNINE PALMS, CITY OF - ADOBE",6136 ADOBE ROAD,TWENTYNINE PALMS,CA,92277,921190,34.14239,-116.05477,SO2,Sulfur Dioxide,CAP,TON,2.41e-5
US POLE COMPANY - W AVE O,US POLE COMPANY,660 WEST AVENUE O,PALMDALE,CA,93551,335132,34.615193,-118.142054,SO2,Sulfur Dioxide,CAP,TON,9e-4
US POLE COMPANY - W AVE O,US POLE COMPANY - W AVE O,660 WEST AVENUE O,PALMDALE,CA,93551,335132,34.615193,-118.142055,SO2,Sulfur Dioxide,CAP,TON,0.00191622
VALENCE SURFACE TECHNOLOGIES - LYNWOOD,VALENCE SURFACE TECHNOLOGIES - LYNWOOD,2605  INDUSTRY WAY,LYNWOOD,CA,90262,332813,33.923525,-118.22686,SO2,Sulfur Dioxide,CAP,TON,0.01192205
CITY OF VICTORVILLE,VICTORVILLE - SCLA LIGHTING,18374 PHANTOM,VICTORVILLE,CA,92394,488119,34.58413,-117.37877,SO2,Sulfur Dioxide,CAP,TON,3.66e-5
VORTEQ PACIFIC,VORTEQ PACIFIC,8875  INDUSTRIAL LN,RANCHO CUCAMONGA,CA,91730,332812,34.09247,-117.5959,SO2,Sulfur Dioxide,CAP,TON,0.0054711
WWF OPERATING COMPANY,WWF OPERATING COMPANY,18275  ARENTH AVE,CITY OF INDUSTRY,CA,91748,311511,34.00481,-117.90604,SO2,Sulfur Dioxide,CAP,TON,0.05
ZENITH ENERGY WEST COAST TERMINALS LLC,ZENITH ENERGY WEST COAST TERMINALS LLC,692  STUDEBAKER RD,LONG BEACH,CA,90803,212220,33.77614,-118.10317,SO2,Sulfur Dioxide,CAP,TON,9.3e-6
DEL REY COMMUNITY SER DISTRICT,DEL REY COMMUNITY SER DISTRICT,11495 E AMERICAN AVE,DEL REY,CA,93616,221320,36.663171,-119.583687,SO2,Sulfur Dioxide,CAP,TON,1.444e-5
VERIZON WIRELESS (BULLARD & HIGHLAND),VERIZON WIRELESS,BULLARD & HIGHLAND,CLOVIS,CA,93619,517111,36.822822,-119.627807,SO2,Sulfur Dioxide,CAP,TON,3.283e-6
SOUTHERN CALIFORNIA EDISON,SOUTHERN CALIFORNIA EDISON,1.2 MILES NORTHWEST OF 53615 UPPER CHAWANAKEE RD,AUBERRY,CA,93737,221112,37.081408,-119.485242,SO2,Sulfur Dioxide,CAP,TON,2.63204e-4
"VALLARTA FOOD ENTERPRISES, INC.","VALLARTA FOOD ENTERPRISES, INC.",4831 BUTLER AVE,FRESNO,CA,93727,311812,36.729805,-119.735077,SO2,Sulfur Dioxide,CAP,TON,0.00498
CITY OF MENDOTA,CITY OF MENDOTA,1320 FT W. OF 1235 BASS AVE,SEC29 T 13S R 15 E,CA,93737,921190,36.769118,-120.358417,SO2,Sulfur Dioxide,CAP,TON,1.755e-5
CITY OF ORANGE COVE,CITY OF ORANGE COVE,602 2ND ST,ORANGE COVE,CA,93646,921190,36.623693,-119.30675,SO2,Sulfur Dioxide,CAP,TON,1.06e-4
FEDERAL EMERGENCY MANAGEMENT AGENCY (FEM,FEDERAL EMERGENCY MANAGEMENT AGENCY (FEM,24615 EAST AMERICAN AVE,REEDLEY,CA,93654,922190,36.661253,-119.349673,SO2,Sulfur Dioxide,CAP,TON,1.14e-6
UNITED HEALTH CENTERS OF SAN JOAQUIN VAL,UNITED HEALTH CENTERS OF SAN JOAQUIN VAL,121 BARBOZA STREET,MENDOTA,CA,93640,621491,36.766037,-120.383268,SO2,Sulfur Dioxide,CAP,TON,1.86e-4
"KDR PET TREATS, LLC","KDR PET TREATS, LLC",2676 S MAPLE,FRESNO,CA,93745,311111,36.7042,-119.746941,SO2,Sulfur Dioxide,CAP,TON,0.00481
VULCAN MATERIAL COMPANY,VULCAN MATERIALS COMPANY,3570 W ASHLAN AVE,FRESNO,CA,93730,324121,36.795214,-119.85673,SO2,Sulfur Dioxide,CAP,TON,0.498134
VERIZON WIRELESS - BEAR CLOVER,VERIZON WIRELESS - BEAR CLOVER,50981 BEARCLOVER LN,SQUAW VALLEY,CA,93675,517111,36.69246,-119.090865,SO2,Sulfur Dioxide,CAP,TON,1.04e-5
THE TERMO COMPANY,THE TERMO COMPANY,LIGHT OIL PRODUCTION,FRESNO COUNTY,CA,93701,211130,36.74898,-119.80878,SO2,Sulfur Dioxide,CAP,TON,0.00749
"ASR ENGINEERING, INC",ASR ENGINEERING INC,4205 E BUTLER AVE,FRESNO,CA,93722,562910,36.728908,-119.75419,SO2,Sulfur Dioxide,CAP,TON,1.62e-6
GENERATIONS LLC-CARMEL VILLAGE AT CLOVIS,GENERATIONS LLC-CARMEL VILLAGE AT CLOVIS,1650 EAST SHAW AVENUE,CLOVIS,CA,93710,623110,36.808662,-119.757578,SO2,Sulfur Dioxide,CAP,TON,9.27e-5
SELMA CONVALESCENT,SELMA CONVELESCENT,2108 STILLMAN ST,SELMA,CA,93662,623110,36.572726,-119.61256,SO2,Sulfur Dioxide,CAP,TON,4.06e-6
IFCO SYSTEMS NA,IFCO SYSTEMS NA,2855 S ELM AVE,FRESNO,CA,93706,326220,36.697542,-119.787836,SO2,Sulfur Dioxide,CAP,TON,0.0106
"NEW CINGULAR WIRELESS PCS, LLC DBA AT&T","NEW CINGULAR WIRELESS PCS, LLC DBA AT&T",COUNTY ROAD 209 NORTH OF HIGHWAY 41,FRIANT,CA,93737,517121,37.017964,-119.793829,SO2,Sulfur Dioxide,CAP,TON,7.83e-6
HORIZON NUT LLC,HORIZON NUT LLC,5454 N JERROLD AVE,FIREBAUGH,CA,93622,115114,36.82137,-120.53008,SO2,Sulfur Dioxide,CAP,TON,0.4801463
LEAVITT GROUP AGENCY ASSOCIATION,LEAVITT GROUP AGENCY ASSOCIATION,3245 W FIGARDEN DR,FRESNO,CA,93711,524210,36.823118,-119.850915,SO2,Sulfur Dioxide,CAP,TON,1.395e-5
CARGILL MEAT SOLUTIONS CORPORATION,CARGILL MEAT SOLUTIONS CORPORATION,2350 ACADEMY AVE,SANGER,CA,93657,311111,36.405493,-119.332148,SO2,Sulfur Dioxide,CAP,TON,2.466e-4
FEDEX GROUND,FEDEX GROUND,3151 S EAST AVE,FRESNO,CA,93726,492110,36.68945,-119.775353,SO2,Sulfur Dioxide,CAP,TON,1.61e-5
CUESTA GEOTECHNICAL,CUESTA GEOTECHNICAL,833 E MANNING AVE,REEDLEY,CA,93654,561790,36.604053,-119.440471,SO2,Sulfur Dioxide,CAP,TON,0.00146
ADVENTIST HEALTH SELMA,ADVENTIST HEALTH SELMA,1141 ROSE AVE,SELMA,CA,93662,622110,36.567722,-119.599144,SO2,Sulfur Dioxide,CAP,TON,4.01e-5
PGE-LITTLE PANOCHE,PGE-LITTLE PANOCHE,LITTLE PANOCHE RD,FIREBAUGH,CA,93737,221118,36.725422,-120.764799,SO2,Sulfur Dioxide,CAP,TON,8.26e-5
SEQUOIA & KINGS CANYON NATIONAL PARK,SEQUOIA & KINGS CANYON NATIONAL PARK,84300 SWALE RD,GRANT GROVE,CA,93628,115310,36.740489,-118.963189,SO2,Sulfur Dioxide,CAP,TON,1.301e-4
"NEW CINGULAR WIRELESS PCS, LLC DBA AT&T","NEW CINGULAR WIRELESS PCS, LLC DBA AT&T",7010 N GOLDEN STATE BLVD,FRESNO,CA,93722,517121,36.838106,-119.922985,SO2,Sulfur Dioxide,CAP,TON,5.5e-6
CALIFORNIA HIGHWAY PATROL,CALIFORNIA HIGHWAY PATROL,1380 E FORTUNE AVE,FRESNO,CA,93725,922120,36.689885,-119.764666,SO2,Sulfur Dioxide,CAP,TON,3.54e-5
FIRST RESPONSE MONITORING CENTER INC.,FIRST RESPONSE MONITORING CENTER INC.,581 W FALLBROOK AVE,FRESNO,CA,93711,561621,36.849041,-119.803387,SO2,Sulfur Dioxide,CAP,TON,3.24e-5
COUNTY OF  FRESNO INTERNAL SVCS DEPT IT,COUNTY OF  FRESNO INTERNAL SVCS DEPT IT,333 W PONTIAC WAY,CLOVIS,CA,93612,921110,36.790091,-119.716952,SO2,Sulfur Dioxide,CAP,TON,1.721e-4
"FIVE POINTS SOLAR PARK, LLC","FIVE POINTS SOLAR PARK, LLC",24117 W EXCELSIOR AVE,FIVE POINTS,CA,93624,221112,36.235628,-120.135935,SO2,Sulfur Dioxide,CAP,TON,2.31e-6
SUNWEST FRUIT COMPNAY,SUNWEST FRUIT COMPANY,21160 E PRINCETON AVE,SANGER,CA,93657,111332,36.775723,-119.602629,SO2,Sulfur Dioxide,CAP,TON,1.78e-6
CITY OF FRESNO,CITY OF FRESNO,6395 E FLORADORA,FRESNO,CA,93727,924110,36.759315,-119.675383,SO2,Sulfur Dioxide,CAP,TON,4.64e-4
OPEN SKY POWER LLC,OPEN SKY POWER LLC,12103 W ELKHORN AVE,RIVERDALE,CA,93656,221112,36.484627,-120.009281,SO2,Sulfur Dioxide,CAP,TON,0.7868161
CLUB ONE CASINO INC,CLUB ONE CASINO INC,1033 VAN NESS AVE,FRESNO,CA,93721,713990,36.735022,-119.78985,SO2,Sulfur Dioxide,CAP,TON,1.51e-6
CON EDISON DEVELOPMENT,CON EDISON DEVELOPMENT,9575 N RUSSELL AVE,FIREBAUGH,CA,93622,221112,36.873652,-120.654111,SO2,Sulfur Dioxide,CAP,TON,7.43e-5
"NEW CINGULAR WIRELESS, PCS DBA AT&T","NEW CINGULAR WIRELESS, PCS DBA AT&T",2115-2127 SOUTH G ST,FRESNO,CA,93721,517121,36.721379,-119.782863,SO2,Sulfur Dioxide,CAP,TON,5.9e-6
UNITED HEALTH CENTERS OF SAN JOAQUIN VAL,UNITED HEALTH CENTERS OF SAN JOAQUIN VAL,3875 W BEACHWOOD AVE,FRESNO,CA,93722,621111,36.838059,-119.86387,SO2,Sulfur Dioxide,CAP,TON,4.16e-5
PACIFIC GAS AND ELECTRIC COMPANY,PACIFIC GAS AND ELECTRIC COMPANY,211 N THORNE AVE,FRESNO,CA,93706,221118,36.74552,-119.813654,SO2,Sulfur Dioxide,CAP,TON,2.405e-5
"EMMETTS EXCAVATION, INC.","EMMETTS EXCAVATION, INC.",2316 N FOWLER AVE,FRESNO,CA,93727,212390,36.769235,-119.680974,SO2,Sulfur Dioxide,CAP,TON,3.86e-5
TABLE MOUNTAIN RANCHERIA,TABLE MOUNTAIN RANCHERIA,21722 FAIRWAY OAKS LN,FRIANT,CA,93626,713910,36.980684,-119.65082,SO2,Sulfur Dioxide,CAP,TON,4.66e-5
"GAR BENNETT, LLC","GAR BENNETT, LLC",8246 S CRAWFORD AVE,REEDLEY,CA,93654,325314,36.615291,-119.375224,SO2,Sulfur Dioxide,CAP,TON,0.0067394
VALLEY GAS,VALLEY GAS,2139 S ELM AVE,FRESNO,CA,93706,562910,36.7207,-119.79112,SO2,Sulfur Dioxide,CAP,TON,0.0195078
JOHANSON TRANSPORTATION SERVICE,JOHANSON TRANSPORTATION SERVICE,5583 E OLIVE AVE,FRESNO,CA,93727,485999,36.75842,-119.70161,SO2,Sulfur Dioxide,CAP,TON,6.44e-5
LANARE COMMUNITY SERVICES DISTRICT,LANARE COMMUNITY SERVICES DISTRICT,20620 S GRANTLAND AVE,LANARE,CA,93656,237110,36.435233,-119.922016,SO2,Sulfur Dioxide,CAP,TON,1.225e-4
