fac_name,site_name,fac_street,fac_city,fac_state,fac_zip,naics_code,latitude,longitude,pollutant_code,pollutant_desc,pollutant_type,emissions_uom,emissions
AVERY GREENE MOTORS,AVERY GREENE MOTORS,800 ADMIRAL CALLAGHN LN,VALLEJO,CA,94590,811121,38.123933,-122.22688,SO2,Sulfur Dioxide,CAP,TON,1.24772e-4
"XKT ENGINEERING INC, RAILROAD AVE BLDG 390","XKT ENGINEERING INC, RAILROAD AVE BLDG 390","MARE ISLAND, NAVAL SHIPYARD",VALLEJO,CA,94592,541330,38.09208,-122.26281,SO2,Sulfur Dioxide,CAP,TON,1.0882e-5
SOCALGAS,SCG - KELSO,KELBAKER ROAD,KELSO,CA,92351,486210,34.89808,-115.65169,SO2,Sulfur Dioxide,CAP,TON,2.32e-5
ST. JOSEPH HEALTH,PROVIDENCE ST. MARY MEDICAL CENTER,18300 HIGHWAY 18,APPLE VALLEY,CA,92307,622110,34.542008,-117.265584,SO2,Sulfur Dioxide,CAP,TON,0.001098877
MOUNTAIN VALLEY MEMORIAL PARK,MTN VALLEY MEMORIAL PARK & MORTUARY,60121 29 PALMS HIGHWAY,JOSHUA TREE,CA,92252,812220,34.1156,-116.29605,SO2,Sulfur Dioxide,CAP,TON,2.94324e-4
ADVANCE DISPOSAL CO.,ADVANCE DISPOSAL CO.,17105 MESA RD,HESPERIA,CA,92340,924110,34.446,-117.29,SO2,Sulfur Dioxide,CAP,TON,0.004995589
3M OAK HILLS,3M OAK HILLS,8981 US HWY 395,OAK HILLS,CA,92344,327910,34.415998,-117.399142,SO2,Sulfur Dioxide,CAP,TON,0.00566689
TPST SOIL RECYCLERS OF CALIFORNIA,SOIL SAFE - ADELANTO,12328 HIBISCUS AVENUE,ADELANTO,CA,92301,562211,34.567,-117.3955,SO2,Sulfur Dioxide,CAP,TON,0.6710266
"IBM CORP, RESEARCH FACILITIES","IBM CORP, RESEARCH FACILITIES","650 HARRY RD, K 77/802",SAN JOSE,CA,95120,541720,37.20046,-121.8271,SO2,Sulfur Dioxide,CAP,TON,0.001845285
CHILDRENS HOSPITAL & HEALTH CENTER,CHILDRENS HOSPITAL & HEALTH CENTER,3020 CHILDRENS WY,SAN DIEGO,CA,92123,6221,32.79849,-117.152167,SO2,Sulfur Dioxide,CAP,TON,0.1246338
VERIZON BUSINESS - SBEZCA,VERIZON BUSINESS - SBEZCA,55 SO MARKET STREET,SAN JOSE,CA,95113,334210,37.334214,-121.891537,SO2,Sulfur Dioxide,CAP,TON,9.7222e-5
"SFPP, LP","SFPP, LP",950 TUNNEL AVENUE,BRISBANE,CA,94005,486910,37.70125,-122.4008,SO2,Sulfur Dioxide,CAP,TON,1.5035e-5
KAISER FOUNDATION HOSPITAL,KAISER FOUNDATION HOSPITAL,1200 EL CAMINO REAL,SOUTH SAN FRANCISCO,CA,94080,622110,37.658,-122.438,SO2,Sulfur Dioxide,CAP,TON,0.013809853
CITY OF MILLBRAE WASTEWATER TREATMENT PLANT,CITY OF MILLBRAE WASTEWATER TREATMENT PLANT,400 E MILLBRAE AVE,MILLBRAE,CA,94030,921120,37.601074,-122.379232,SO2,Sulfur Dioxide,CAP,TON,0.056545533
PETS REST CEMETERY,PETS REST CEMETERY,1905 HILLSIDE BLVD,COLMA,CA,94014,812210,37.67505,-122.4451,SO2,Sulfur Dioxide,CAP,TON,0.031574446
"THE WINE GROUP, INC.","THE WINE GROUP, INC.",17000 E HIGHWAY 120,RIPON,CA,95366,312130,37.79786,-121.10117,SO2,Sulfur Dioxide,CAP,TON,0.0242286
NUSTAR TERMINALS OPS PARTNERSHIP LP,NUSTAR TERMINALS OPS PARTNERSHIP LP,3505 NAVY DR,STOCKTON,CA,85303,493190,37.949435,-121.343378,SO2,Sulfur Dioxide,CAP,TON,3.25e-4
PENNY NEWMAN GRAIN COMPANY/PLANT MGR,PENNY NEWMAN GRAIN COMPANY,1805 W HARBOR RD,STOCKTON,CA,95201,425120,37.949883,-121.3158,SO2,Sulfur Dioxide,CAP,TON,0.00109
RECONSERVE OF CALIFORNIA - STOCKTON INC,RECONSERVE OF CALIFORNIA - STOCKTON INC,704 ZEPHYR ST,STOCKTON,CA,95206,311611,37.912226,-121.267264,SO2,Sulfur Dioxide,CAP,TON,0.079287
DAMERON HOSPITAL,DAMERON HOSPITAL,525 W ACACIA ST,STOCKTON,CA,95203,622110,37.961324,-121.300678,SO2,Sulfur Dioxide,CAP,TON,0.006191
VIAVI,VIAVI,2789 NORTHPOINT PKWY,SANTA ROSA,CA,95407,333310,38.41577,-122.732,SO2,Sulfur Dioxide,CAP,TON,2.695e-6
SONOMA COUNTY WATER AGENCY,SONOMA COUNTY WATER AGENCY,2025 AVIATION BOULEVARD,SANTA ROSA,CA,95403,221320,38.517736,-122.807448,SO2,Sulfur Dioxide,CAP,TON,9.25e-6
"RANDAL NUTRITIONAL PRODUCTS, INC","RANDAL NUTRITIONAL PRODUCTS, INC",1595 HAMPTON WAY,SANTA ROSA,CA,95407,325412,38.428,-122.738,SO2,Sulfur Dioxide,CAP,TON,4.308e-5
SONOMA STATE UNIVERSITY,SONOMA STATE UNIVERSITY,1801 E COTATI AVENUE,ROHNERT PARK,CA,94928,611310,38.333738,-122.684959,SO2,Sulfur Dioxide,CAP,TON,4.31928e-4
ANRITSU COMPANY,ANRITSU COMPANY,490 JARVIS DRIVE,MORGAN HILL,CA,95037,334514,37.146929,-121.653887,SO2,Sulfur Dioxide,CAP,TON,1.6151e-5
"B R & F SPRAY, INC","B R & F SPRAY, INC",3380 DE LA CRUZ BLVD,SANTA CLARA,CA,95050,332812,37.381952,-121.941968,SO2,Sulfur Dioxide,CAP,TON,5.00986e-4
REGIONAL MEDICAL CENTER OF SAN JOSE,REGIONAL MEDICAL CENTER OF SAN JOSE,225 N JACKSON AVENUE,SAN JOSE,CA,95116,622110,37.362949,-121.849999,SO2,Sulfur Dioxide,CAP,TON,0.005956328
"EPZ, INC","EPZ, INC",2262 CALLE DEL MUNDO,SANTA CLARA,CA,95054,332813,37.409566,-121.965014,SO2,Sulfur Dioxide,CAP,TON,1.58592e-4
SHORELINE AMPHITHEATRE,SHORELINE AMPHITHEATRE,ONE AMPHITHEATRE PARKWAY,MOUNTAIN VIEW,CA,94043,512290,37.42353,-122.0827,SO2,Sulfur Dioxide,CAP,TON,0.120133818
CITY OF PALO ALTO LANDFILL,CITY OF PALO ALTO LANDFILL,BYXBEE PARK,PALO ALTO,CA,94301,562211,37.44787,-122.10351,SO2,Sulfur Dioxide,CAP,TON,12.38712
CITY OF MOUNTAIN VIEW (SHORELINE LANDFILL),CITY OF MOUNTAIN VIEW (SHORELINE LANDFILL),2600 SHORELINE BOULEVARD,MOUNTAIN VIEW,CA,94043,562211,37.4256,-122.0841,SO2,Sulfur Dioxide,CAP,TON,0.542255674
"HILL MFG, LLC","HILL MFG, LLC",3363 EDWARD AVENUE,SANTA CLARA,CA,95050,334413,37.383825,-121.93975,SO2,Sulfur Dioxide,CAP,TON,1.29971e-4
SPRAY TECHNOLOGY,SPRAY TECHNOLOGY,701 COMSTOCK STREET,SANTA CLARA,CA,95054,332812,37.372644,-121.94735,SO2,Sulfur Dioxide,CAP,TON,2.28316e-4
DURECT CORPORATION,DURECT CORPORATION,10240 BUBB ROAD,CUPERTINO,CA,95014,325412,37.3198,-122.05038,SO2,Sulfur Dioxide,CAP,TON,3.555e-6
CITY OF PALO ALTO EQUIPMENT MANAGEMENT,CITY OF PALO ALTO EQUIPMENT MANAGEMENT,3201 E BAYSHORE ROAD,PALO ALTO,CA,94303,221112,37.43794,-122.111221,SO2,Sulfur Dioxide,CAP,TON,8.95e-7
OEPIC INC,OEPIC INC,1231 BORDEAUX DRIVE,SUNNYVALE,CA,94089,334413,37.404833000000004,-122.024251,SO2,Sulfur Dioxide,CAP,TON,5.441e-6
NAVISITE INC,NAVISITE INC,2720 ZANKER ROAD,SAN JOSE,CA,95134,333618,37.392751,-121.926623,SO2,Sulfur Dioxide,CAP,TON,3.4238e-5
MAXAR SPACE LLC (BLDG 48),MAXAR SPACE LLC (BLDG 48),2288 CHARLESTON ROAD,MOUNTAIN VIEW,CA,94043,334220,37.421512,-122.095085,SO2,Sulfur Dioxide,CAP,TON,3.482e-6
LEVEL 3 COMMUNICATIONS LLC,LEVEL 3 COMMUNICATIONS LLC,1380 KIFER ROAD,SUNNYVALE,CA,94086,518210,37.37379,-121.99693,SO2,Sulfur Dioxide,CAP,TON,3.36914e-4
SAN JOSE INTERNATIONAL AIRPORT,SAN JOSE INTERNATIONAL AIRPORT,1701 AIRPORT BLVD,SAN JOSE,CA,95112,488111,37.370062,-121.928808,SO2,Sulfur Dioxide,CAP,TON,0.006834131
KLA CORPORATION,KLA CORPORATION,TECHNOLOGY DRIVE,MILPITAS,CA,95035,334514,37.41892,-121.92975,SO2,Sulfur Dioxide,CAP,TON,0.00593955
VERIZON CALIFORNIA,VERIZON CALIFORNIA,7578 EIGLEBERRY,GILROY,CA,95020,238210,37.009282,-121.571101,SO2,Sulfur Dioxide,CAP,TON,6.3186e-5
FRONTIER CALIFORNIA,FRONTIER CALIFORNIA,15 MONTEBELLO WAY,LOS GATOS,CA,95030,517111,37.221478,-121.983505,SO2,Sulfur Dioxide,CAP,TON,2e-9
PACIFIC BELL,PACIFIC BELL,95 SO ALMADEN AVENUE,SAN JOSE,CA,95113,517111,37.332742,-121.893116,SO2,Sulfur Dioxide,CAP,TON,3.10905e-4
PACIFIC BELL,PACIFIC BELL,1615 FOXWORTHY ROAD,SAN JOSE,CA,95118,517111,37.271927,-121.903707,SO2,Sulfur Dioxide,CAP,TON,4.5052e-5
PACIFIC BELL,PACIFIC BELL,3880 SAN FELIPE ROAD,SAN JOSE,CA,95121,517111,37.306698,-121.779046,SO2,Sulfur Dioxide,CAP,TON,3.30058e-4
PACIFIC BELL,PACIFIC BELL,1717 BELLOMY STREET,SANTA CLARA,CA,95050,517111,37.342071,-121.950452,SO2,Sulfur Dioxide,CAP,TON,5.1582e-5
PACIFIC BELL,PACIFIC BELL,1140 N MATHILDA AVE,SUNNYVALE,CA,94086,517111,37.40436,-122.02482,SO2,Sulfur Dioxide,CAP,TON,3.2647e-5
REDDING ELECTRIC UTILITY,REDDING POWER PLANT,17120 CLEAR CREEK ROAD,REDDING,CA,96001,221112,40.50896,-122.42423,SO2,Sulfur Dioxide,CAP,TON,1.194
PACIFIC GAS & ELECTRIC,PACIFIC GAS & ELECTRIC,37667 HWY 299,BURNEY,CA,96013,486210,40.89738,-121.63525,SO2,Sulfur Dioxide,CAP,TON,0.2131
CALIFORNIA PAPERBOARD CORPORATION,CALIFORNIA PAPERBOARD CORPORATION,525 MATHEW STREET,SANTA CLARA,CA,95050,322130,37.361805,-121.94172,SO2,Sulfur Dioxide,CAP,TON,0.011783884
INTERNATIONAL DISPOSAL CORP OF CA,INTERNATIONAL DISPOSAL CORP OF CA,1601 W DIXON LANDING RD,MILPITAS,CA,95035,562211,37.45973,-121.94164,SO2,Sulfur Dioxide,CAP,TON,57.476648306
BODEAN COMPANY INC,BODEAN COMPANY INC,1060 MAXWELL DRIVE,SANTA ROSA,CA,95401,324121,38.444493,-122.729479,SO2,Sulfur Dioxide,CAP,TON,0.0236977
SANTA ROSA WATER - LAGUNA TREATMENT PLANT,SANTA ROSA WATER - LAGUNA TREATMENT PLANT,4300 LLANO ROAD,SANTA ROSA,CA,95407,221320,38.39242,-122.77875,SO2,Sulfur Dioxide,CAP,TON,0.116827425
PACIFIC BELL,PACIFIC BELL,116 WINDSOR RIVER RD,WINDSOR,CA,95492,517111,38.48932,-122.80456,SO2,Sulfur Dioxide,CAP,TON,8.412e-5
"SYAR INDUSTRIES, INC","SYAR INDUSTRIES, INC",LAKE HERMAN ROAD,VALLEJO,CA,94591,212319,38.113561,-122.18452,SO2,Sulfur Dioxide,CAP,TON,0.1823589
DAVID GRANT MEDICAL CENTER,DAVID GRANT MEDICAL CENTER,101 BODIN CIRCLE,TRAVIS AFB,CA,94535,518210,38.270014,-121.963802,SO2,Sulfur Dioxide,CAP,TON,0.014553556
VALLEJO SANITATION & FLOOD CONTROL DIST,VALLEJO SANITATION & FLOOD CONTROL DIST,2515 SACRAMENTO ST,VALLEJO,CA,94590,221320,38.123523,-122.269986,SO2,Sulfur Dioxide,CAP,TON,2.98132e-4
PACIFIC BELL,PACIFIC BELL,534 PARKER,SUISUN CITY,CA,94585,517111,38.272764,-121.955205,SO2,Sulfur Dioxide,CAP,TON,1.6215e-5
PACIFIC BELL,PACIFIC BELL,730 CAROLINA STREET,VALLEJO,CA,94590,517111,38.103931,-122.252868,SO2,Sulfur Dioxide,CAP,TON,5.76213e-4
FAIRFIELD-SUISUN SEWER DISTRICT,FAIRFIELD-SUISUN SEWER DISTRICT,1010 CHADBOURNE ROAD,FAIRFIELD,CA,94534,221320,38.2219,-122.0788,SO2,Sulfur Dioxide,CAP,TON,1.608792906
FAIRFIELD-SUISUN SEWER DIST (CENTRAL PUMP STA),FAIRFIELD-SUISUN SEWER DIST (CENTRAL PUMP STA),915 ILLINOIS STREET,FAIRFIELD,CA,94533,221320,38.242976,-122.046122,SO2,Sulfur Dioxide,CAP,TON,4.8754e-5
GILROY ENERGY CENTER LLC FOR LAMBIE ENERGY CENTER,Lambie Energy Center,5975 LAMBIE ROAD,SUISUN CITY,CA,94585,221112,38.2216,-121.8683,SO2,Sulfur Dioxide,CAP,TON,0.038809608
"FREEPORT-MCMORAN OIL & GAS, LLC.",GAVIOTA OIL HEATING FACILITY,17100 CALLE MARIPOSA REINA,GOLETA,CA,93117,211120,34.473593,-120.213717,SO2,Sulfur Dioxide,CAP,TON,0.005649
GOOD SAMARITAN HOSPITAL,GOOD SAMARITAN HOSPITAL,2425 SAMARITAN DRIVE,SAN JOSE,CA,95124,622110,37.252027,-121.946629,SO2,Sulfur Dioxide,CAP,TON,0.025044777
SANTA CLARA VALLEY TRANSPORTATION AUTHORITY,SANTA CLARA VALLEY TRANSPORTATION AUTHORITY,3990 ZANKER ROAD,SAN JOSE,CA,95134,488111,37.41492,-121.937617,SO2,Sulfur Dioxide,CAP,TON,4.04818e-4
CITY OF MADERA,CITY OF MADERA,"GATEWAY & CENTRAL, WELL #18",MADERA,CA,93637,921190,36.968136,-120.067002,SO2,Sulfur Dioxide,CAP,TON,4.82e-5
CALIFORNIA POWER HOLDINGS LLC,CALIFORNIA POWER HOLDINGS LLC,16457 AVENUE 24 1/2,CHOWCHILLA,CA,93610,221118,37.104425,-120.2485,SO2,Sulfur Dioxide,CAP,TON,0.22730905
GEORGIA-PACIFIC CORRUGATED LLC,GEORGIA-PACIFIC CORRUGATED LLC,24600 AVE 13,MADERA,CA,93637,322211,36.938182,-120.10175,SO2,Sulfur Dioxide,CAP,TON,0.1060503
BALTIMORE AIRCOIL OF CAL,BALTIMORE AIRCOIL OF CAL,15341 ROAD 28 1/2,MADERA,CA,93639,333415,37.066628,-120.029553,SO2,Sulfur Dioxide,CAP,TON,0.00727
"MADERA POWER, LLC","MADERA POWER, LLC",11427 FIREBAUGH BLVD,FIREBAUGH,CA,93622,221118,36.860406,-120.338116,SO2,Sulfur Dioxide,CAP,TON,1.325e-5
MADERA COMMUNITY HOSPITAL,MADERA COMMUNITY HOSPITAL,1250 E ALMOND AVE,MADERA,CA,93639,622110,36.945362,-120.045387,SO2,Sulfur Dioxide,CAP,TON,2.5901e-4
DOS PALOS COOPERATIVE GIN INC,DOS PALOS COOPERATIVE GIN INC,22742 ROAD 4,CHOWCHILLA,CA,93610,115111,37.080832,-120.473584,SO2,Sulfur Dioxide,CAP,TON,0.0219
THOMAS E. MOORE,MOORE QUALITY GALVANIZING,3001 FALCON DR,MADERA,CA,93637,332813,36.993256,-120.10379,SO2,Sulfur Dioxide,CAP,TON,0.0297027
"ORANGE CO, CENTRAL UTILITY FACILITY","ORANGE CO, CENTRAL UTILITY FACILITY",525 N FLOWER ST,SANTA ANA,CA,92703,921190,33.74913,-117.87592,SO2,Sulfur Dioxide,CAP,TON,0.15285246
HOAG HOSPITAL,HOAG HOSPITAL,1  HOAG DR,NEWPORT BEACH,CA,92658,622110,33.62474,-117.93005,SO2,Sulfur Dioxide,CAP,TON,0.1194544
BENTLEY FAMILY-LIMITED PARTNERSHIP,CMP ONE-B & B BAILEY LEASE,12516 CREEK RD,OJAI,CA,93023,211120,34.42917,-119.23094,SO2,Sulfur Dioxide,CAP,TON,3e-4
THE TERMO COMPANY,THE TERMO COMPANY,SULPHUR CREST LEASE,SANTA PAULA,CA,93060,211120,34.39708,-119.15918,SO2,Sulfur Dioxide,CAP,TON,0.003047
ST. JOHNS REGIONAL MEDICAL CENTER,ST. JOHNS REGIONAL MEDICAL CENTER,1600 NORTH ROSE AVE.,OXNARD,CA,93030,622110,34.21636,-119.15559,SO2,Sulfur Dioxide,CAP,TON,0.026684616
IVY LAWN MEMORIAL PARK,IVY LAWN MEMORIAL PARK,5400 VALENTINE ROAD,VENTURA,CA,93003,812220,34.25001,-119.21643,SO2,Sulfur Dioxide,CAP,TON,0.00405
CASITAS MUNICIPAL WATER DIST.,CASITAS MUNICIPAL WATER DIST.,RINCON PUMPING PLANT,VENTURA,CA,93001,221310,34.37137,-119.3327,SO2,Sulfur Dioxide,CAP,TON,0.003618374
COMMUNITY MEMORIAL HOSPITAL,COMMUNITY MEMORIAL HOSPITAL,147 N BRENT ST,VENTURA,CA,93003,622110,34.27251,-119.26806,SO2,Sulfur Dioxide,CAP,TON,0.074619992
"HAMMOND CANYON #2, INC.","HAMMOND CANYON #2, INC.",ALTA CANADA LARGA CANYON ROAD,VENTURA,CA,93001,211120,34.3429,-119.26452,SO2,Sulfur Dioxide,CAP,TON,3e-4
ROSE KATHERINE STONE,ROSE KATHERINE STONE,COUGAR LEASE,OJAI,CA,93023,211120,34.44453,-119.12797,SO2,Sulfur Dioxide,CAP,TON,6e-4
AMERON INTERNATIONAL,AMERON POLE PRODUCTS DIVISION,1020 B STREET,FILLMORE,CA,93015,327390,34.40822,-118.92471,SO2,Sulfur Dioxide,CAP,TON,4.2699e-4
"TELEDYNE SCIENTIFIC & IMAGING, LLC",TELEDYNE SCIENTIFIC COMPANY,1049 CAMINO DOS RIOS,THOUSAND OAKS,CA,91360,541715,34.19304,-118.90461,SO2,Sulfur Dioxide,CAP,TON,0.002008324
"HUNT AND BEHRENS, INC","HUNT AND BEHRENS, INC",30 LAKEVILLE STREET,PETALUMA,CA,94952,311211,38.241,-122.642,SO2,Sulfur Dioxide,CAP,TON,0.005665699
SYAR INDUSTRIES INC,SYAR INDUSTRIES INC,260 TODD ROAD,SANTA ROSA,CA,95401,324121,38.381315,-122.720703,SO2,Sulfur Dioxide,CAP,TON,0.763963781
"ST JOSEPH HEALTH N CA, DBA SANTA ROSA MEM HOSPITAL","ST JOSEPH HEALTH N CA, DBA SANTA ROSA MEM HOSPITAL",1165 MONTGOMERY DRIVE,SANTA ROSA,CA,95402,622110,38.441267,-122.699812,SO2,Sulfur Dioxide,CAP,TON,0.025031582
KEYSIGHT TECHNOLOGIES,KEYSIGHT TECHNOLOGIES,1412 FOUNTAINGROVE PKWY,SANTA ROSA,CA,95403,334220,38.49139,-122.706083,SO2,Sulfur Dioxide,CAP,TON,0.02532138
"BREA PARENT 2007,LLC","BREA PARENT 2007,LLC",1942  VALENCIA AVE,BREA,CA,92821,221112,33.920899,-117.84747,SO2,Sulfur Dioxide,CAP,TON,20.110014838
HIXSON METAL FINISHING,HIXSON METAL FINISHING,817-853  PRODUCTION PL,NEWPORT BEACH,CA,92663,332813,33.63088,-117.9327,SO2,Sulfur Dioxide,CAP,TON,0.004509
ELECTRONIC DATA SYSTEMS,ELECTRONIC DATA SYSTEMS CAMP PENDLETON,CAMP PENDLETON BLDG 1164,CAMP PENDLETON,CA,92055,928110,33.248,-117.399,SO2,Sulfur Dioxide,CAP,TON,0.251281684
SUTTER HEALTH MEDICAL FOUNDATION,SUTTER HEALTH MEDICAL FOUNDATION,2449 SUMMERFIELD ROAD,SANTA ROSA,CA,95405,622110,38.44054,-122.661394,SO2,Sulfur Dioxide,CAP,TON,2.285e-6
OXNARD LEMON CO.,OXNARD LEMON CO.,2001 SUNKIST CIRCLE,OXNARD,CA,93030,115114,34.17697,-119.16679,SO2,Sulfur Dioxide,CAP,TON,0.004173
SIMI VLY CNTY SANITATION,SIMI VLY CNTY SANITATION,600 WEST LOS ANGELES AVE,SIMI VALLEY,CA,93065,221320,34.28281,-118.81213,SO2,Sulfur Dioxide,CAP,TON,5.30055775
SIMI VALLEY ADVENTIST HEALTH  HOSPITAL,SIMI VALLEY HOSPITAL,2975 N SYCAMORE DRIVE,SIMI VALLEY,CA,93065,622110,34.289207,-118.745137,SO2,Sulfur Dioxide,CAP,TON,0.01316205
CONEJO VALLEY UNIFIED SCHOOLS,NEWBURY PARK HIGH SCHOOL,456 REINO ROAD,NEWBURY PARK,CA,91320,611110,34.18482,-118.953888,SO2,Sulfur Dioxide,CAP,TON,0.0022
CRAZY JOIL COMPANY,CRAZY J OIL COMPANY,11955 OJAI RD./KOENIGSTEIN RD/,SANTA PAULA,CA,93060,211120,34.439287,-119.12663,SO2,Sulfur Dioxide,CAP,TON,0.0130095
E.F. OXNARD LLC,E.F. OXNARD LLC,550 DIAZ AVENUE,OXNARD,CA,93030,221112,34.197757,-119.162764,SO2,Sulfur Dioxide,CAP,TON,0.164218826
ANDERSONS AUTO BODY,ANDERSONS AUTO BODY,"825 PETALUMA BLVD, NORTH",PETALUMA,CA,94952,811121,38.243,-122.644,SO2,Sulfur Dioxide,CAP,TON,1.36145e-4
SONOMA VALLEY HOSPITAL DISTRICT,SONOMA VALLEY HOSPITAL DISTRICT,347 ANDRIEUX STREET,SONOMA,CA,95476,622110,38.28852,-122.46517,SO2,Sulfur Dioxide,CAP,TON,2.3767e-5
EXXONMOBIL UPSTREAM OIL & GAS COMPANY,LAS FLORES CANYON,"12000 CALLE REAL, TRAILER A-2",GOLETA,CA,93117,211120,34.483748,-120.042416,SO2,Sulfur Dioxide,CAP,TON,0.003637
"SANTA MARIA ENERGY, LLC.",CAREAGA LEASE,"CAREAGA LEASE, ORCUTT HILL OILFIELD (10910) (10910)",SANTA BARBARA COUNTY,CA,93456,211120,34.792077,-120.377299,SO2,Sulfur Dioxide,CAP,TON,0.998202
GOLETA SANITARY DISTRICT,GOLETA SANITARY DISTRICT WWTP,ONE WILLIAM MOFFETT PLACE,GOLETA,CA,93117,221320,34.422699,-119.833109,SO2,Sulfur Dioxide,CAP,TON,1.142648
"GORDON SAND COMPANY, INC.",GORDON SAND - GUADALUPE DIVISION,FID 01551 LOCATION,GUADALUPE,CA,93434,212321,34.957,-120.6338,SO2,Sulfur Dioxide,CAP,TON,0.006808
CITY OF GUADALUPE,CITY OF GUADALUPE WWTP,5125 W. MAIN STREET,GUADALUPE,CA,93434,221320,34.962,-120.5901,SO2,Sulfur Dioxide,CAP,TON,6.2e-5
"HANSON AGGREGATES MID-PACIFIC, INC.","SISQUOC SAND, ROCK AND GRAVEL PLANT",5325 FOXEN CANYON ROAD,SANTA MARIA,CA,93454,324121,34.8597,-120.28184,SO2,Sulfur Dioxide,CAP,TON,0.076464
COUNTY OF SANTA BARBARA - LAGUNA SANITATION DISTRI,COUNTY OF SANTA BARBARA - LAGUNA SANITATION DISTRICT WWTP,3500 BLACK ROAD,SANTA MARIA,CA,93454,221320,34.891628,-120.503453,SO2,Sulfur Dioxide,CAP,TON,0.9606
CITY OF LOMPOC,CITY OF LOMPOC WWTP,1801 W. CENTRAL AVENUE,LOMPOC,CA,93436,221320,34.662165,-120.482948,SO2,Sulfur Dioxide,CAP,TON,2.12e-4
MARIAN MEDICAL CENTER,MARIAN MEDICAL CENTER - BOILER & DICE,1400 E. CHURCH STREET,SANTA MARIA,CA,93454,622110,34.951241,-120.413334,SO2,Sulfur Dioxide,CAP,TON,0.013999
COUNTY OF SANTA BARBARA - GENERAL SERVICES/FACILIT,COUNTY OF SANTA BARBARA - SOUTH JAIL,4436 CALLE REAL,SANTA BARBARA,CA,93110,922140,34.4448,-119.7769,SO2,Sulfur Dioxide,CAP,TON,0.002172
CITY OF SANTA BARBARA,CITY OF SANTA BARBARA - EL ESTERO WWTP,520 E. YANONALI STREET,SANTA BARBARA,CA,93103,221320,34.417463,-119.685523,SO2,Sulfur Dioxide,CAP,TON,0.022468
COUNTY OF SANTA BARBARA - GENERAL SERVICES/FACILIT,COUNTY OF SANTA BARBARA COURTHOUSE - BOILERS,1100 ANACAPA STREET,SANTA BARBARA,CA,93101,922110,34.424525,-119.702077,SO2,Sulfur Dioxide,CAP,TON,3.9e-5
CITY OF SANTA MARIA,CITY OF SANTA MARIA WWTP,601 BLACK ROAD,SANTA MARIA,CA,93458,221320,34.947,-120.49,SO2,Sulfur Dioxide,CAP,TON,3.722357
"ELLWOOD POWER, LLC.",ELLWOOD GENERATING STATION,30 LAS ARMAS ROAD,GOLETA,CA,93117,221210,34.431322,-119.90001,SO2,Sulfur Dioxide,CAP,TON,0.407522
VENTURA COLLEGE,VENTURA COLLEGE,4667 TELEGRAPH ROAD,VENTURA,CA,93003,611210,34.277384,-119.230684,SO2,Sulfur Dioxide,CAP,TON,8.4140254e-4
MAVERICK OIL,MAVERICK OIL,SCHROEDER-SULPHUR MOUNTAIN RD.,OJAI,CA,93023,211120,34.3803,-119.28945,SO2,Sulfur Dioxide,CAP,TON,0.0357
MASON CONSTRUCTION COMPANY,MASON CONSTUCTION COMPANY,"VENTURA, CHANNEL IS., PORT HUENEME",VENTURA,CA,93031,237990,34.16064,-119.22277,SO2,Sulfur Dioxide,CAP,TON,1.21003923
TRUSTEES OF CSU & CSUCI SITE AUTH.,TRUSTEES OF CSU & CSUCI SITE AUTHORITY,1947 WEST POTRERO ROAD,CAMARILLO,CA,93012,221122,34.163734,-119.043666,SO2,Sulfur Dioxide,CAP,TON,0.043163291
VENTURA COUNTY -GSA,TODD ROAD JAIL,600 SOUTH TODD ROAD,SANTA PAULA,CA,93060,922140,34.33713,-119.08177,SO2,Sulfur Dioxide,CAP,TON,0.007718775
SATICOY LEMON ASSOCIATION,SATICOY LEMON ASSOCIATION/PLANT #3,103 NORTH PECK ROAD,SANTA PAULA,CA,93060,115114,34.341406,-119.085738,SO2,Sulfur Dioxide,CAP,TON,0.0052694362
TECHNICOLOR HOME ENTERTAINMENT SERVICES,TECHNICOLOR HOME ENTERTAINMENT SERVICES,3233 EAST MISSION OAKS BLVD.,CAMARILLO,CA,93012,512250,34.21916,-119.026083,SO2,Sulfur Dioxide,CAP,TON,8.37e-4
CONEJO VALLEY UNIFIED SCHOOLS,THOUSAND OAKS HIGH SCHOOL,2323 MOORPARK ROAD,THOUSAND OAKS,CA,91360,611110,34.211049,-118.868394,SO2,Sulfur Dioxide,CAP,TON,0.00114
VENTURA CO MEDICAL CENTER,VENTURA CO. MEDICAL CENTER,300 HILLMONT AVE,VENTURA,CA,93003,622110,34.277341,-119.249518,SO2,Sulfur Dioxide,CAP,TON,0.039711748
LOS ROBLES HOSPITAL & MEDICAL CENTER,LOS ROBLES HOSPITAL & MEDICAL CENTER,215 WEST JANSS ROAD,THOUSAND OAKS,CA,91360,622110,34.20678,-118.88309,SO2,Sulfur Dioxide,CAP,TON,0.029007719
SHERWIN D. YOELIN/HILL LEASE PROJECT,SHERWIN D. YOELIN/HILL LEASE,SOUTH MOUNTAIN - LEMON ROAD,SANTA PAULA,CA,93066,211120,34.33119,-119.05989,SO2,Sulfur Dioxide,CAP,TON,0.0357
